Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
1159,108,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1160,44,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1161,48,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1162,102,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1163,895,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1164,211,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1165,82,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1166,122,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1167,230,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1168,91,0.0%,New Building,New Building,100.0%,1991,N/A,Specialized/Rare Residential - New Building
1169,174,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1170,50,0.0%,Equipment,Alteration Type 3,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment
1171,1124,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Small Commercial/Mixed - Equipment Work
1172,161,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1173,172,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1174,83,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1175,142,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1176,142,0.0%,Equipment,Alteration Type 3,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment
1177,58,0.0%,Equipment,Alteration Type 3,100.0%,2012,N/A,Specialized/Rare Residential - Equipment
1178,93,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1179,139,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1180,1359,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1181,116,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1182,186,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1183,259,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1184,68,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1185,75,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1186,57,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1187,133,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1188,57,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1189,167,0.0%,New Building,New Building,100.0%,2012,N/A,Specialized/Rare Residential - New Building
1190,1430,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Small Commercial/Mixed - Equipment Work
1191,190,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1192,1286,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Small Commercial/Mixed - Equipment Work
1193,144,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1194,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1195,118,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1196,114,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1197,102,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1198,76,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1199,165,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1200,548,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1201,167,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1202,1542,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Small Commercial/Mixed - Equipment Work
1203,176,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1204,155,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1205,163,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1206,194,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1207,71,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1208,87,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1209,54,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1210,86,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1211,32,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1212,1714,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1213,286,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1214,132,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1215,141,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1216,81,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1217,84,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1218,172,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1219,1071,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1220,73,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1221,51,0.0%,Sign,Sign,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Sign
1222,156,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1223,165,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1224,169,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1225,213,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1226,79,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1227,97,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1228,51,0.0%,New Building,New Building,100.0%,2012,N/A,Specialized/Rare Residential - New Building
1229,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1230,36,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1231,946,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1232,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1233,246,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1234,108,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1235,121,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1236,170,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1237,107,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1238,49,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1239,1075,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Small Commercial/Mixed - Equipment Work
1240,940,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1241,181,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1242,141,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1243,150,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1244,230,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1245,130,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1246,1280,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1247,72,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1248,61,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1249,109,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1250,77,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1251,56,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1252,195,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1253,110,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1254,117,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1255,76,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1256,59,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1257,200,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1258,121,0.0%,Plumbing,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1259,103,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1260,219,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1261,127,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1262,50,0.0%,Equipment Work,Alteration Type 2,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1263,115,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1264,61,0.0%,Equipment Work,Alteration Type 2,100.0%,2012,N/A,Specialized/Rare Residential - Equipment Work
1265,204,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1266,232,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1267,162,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1268,51,0.0%,Equipment,Alteration Type 3,0.0%,2012,N/A,Specialized/Rare Commercial/Mixed - Equipment
1269,108,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1270,99,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1271,72,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1272,59,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1273,266,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1274,948,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1275,130,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1276,1070,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1277,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1278,154,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1279,131,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1280,143,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1281,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1282,246,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1283,216,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1284,1115,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1285,180,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1286,285,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1287,64,0.0%,New Building,New Building,100.0%,2013,N/A,Specialized/Rare Residential - New Building
1288,184,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1289,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1290,184,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1291,86,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1292,197,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1293,76,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1294,61,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1295,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1296,539,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1297,131,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1298,57,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1299,441,0.0%,Equipment Work,Alteration Type 2,100.0%,2015,N/A,Specialized/Rare Residential - Equipment Work
1300,140,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1301,326,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1302,89,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1303,378,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1304,192,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1305,293,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1306,96,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1307,66,0.0%,New Building,New Building,100.0%,2013,N/A,Specialized/Rare Residential - New Building
1308,1614,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1309,50,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1310,202,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1311,359,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1312,1485,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Small Commercial/Mixed - Equipment Work
1313,156,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1314,133,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1315,117,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1316,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1317,102,0.0%,New Building,New Building,100.0%,2013,N/A,Specialized/Rare Residential - New Building
1318,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1319,59,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1320,174,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1321,222,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1322,91,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1323,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1324,93,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1325,67,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1326,70,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1327,212,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1328,52,0.0%,Equipment,Alteration Type 3,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment
1329,68,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1330,1634,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1331,385,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1332,132,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1333,210,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1334,98,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1335,70,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1336,52,0.0%,Plumbing,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Plumbing
1337,108,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1338,201,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1339,170,0.0%,Plumbing,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1340,80,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1341,192,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1342,91,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1343,71,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1344,61,0.0%,Plumbing,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Plumbing
1345,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1346,88,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1347,153,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1348,1130,0.0%,Equipment Work,Alteration Type 2,0.0%,2015,N/A,Small Commercial/Mixed - Equipment Work
1349,71,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
1350,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1351,70,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1352,51,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1353,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1354,252,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1355,199,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1356,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1357,95,0.0%,Plumbing,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Plumbing
1358,103,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1359,89,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1360,52,0.0%,Equipment,Alteration Type 3,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment
1361,115,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1362,328,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1363,63,0.0%,New Building,New Building,100.0%,2014,N/A,Specialized/Rare Residential - New Building
1364,79,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1365,207,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1366,1592,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Small Commercial/Mixed - Equipment Work
1367,95,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1368,215,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1369,61,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1370,113,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1371,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1372,96,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1373,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1374,82,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1375,148,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1376,462,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1377,72,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1378,182,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1379,48,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1380,369,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1381,141,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1382,168,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1383,73,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1384,108,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1385,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1386,68,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1387,97,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1388,180,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1389,169,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1390,87,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1391,149,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1392,235,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1393,75,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1394,64,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
1395,69,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
