Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
773,42,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
774,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
775,231,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
776,51,0.0%,New Building,New Building,100.0%,2008,N/A,Specialized/Rare Residential - New Building
777,94,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
778,62,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
779,121,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
780,921,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
781,274,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
782,124,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
783,85,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
784,66,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
785,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
786,65,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
787,123,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
788,202,0.0%,Equipment Work,Alteration Type 2,0.0%,2000,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
789,75,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
790,65,0.0%,Plumbing,New Building,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
791,68,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
792,1222,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Small Commercial/Mixed - Equipment Work
793,898,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
794,43,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
795,64,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
796,129,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
797,55,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
798,127,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
799,182,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
800,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
801,540,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
802,73,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
803,90,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
804,123,0.0%,New Building,New Building,100.0%,2008,N/A,Specialized/Rare Residential - New Building
805,592,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
806,100,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
807,88,0.0%,New Building,New Building,100.0%,2014,N/A,Specialized/Rare Residential - New Building
808,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
809,164,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
810,116,0.0%,New Building,New Building,100.0%,2008,N/A,Specialized/Rare Residential - New Building
811,69,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
812,213,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
813,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
814,343,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
815,1149,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Small Commercial/Mixed - Equipment Work
816,52,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
817,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
818,87,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
819,118,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
820,87,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
821,59,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
822,85,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
823,1005,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Small Commercial/Mixed - Equipment Work
824,69,0.0%,Plumbing,New Building,100.0%,2008,N/A,Specialized/Rare Residential - Plumbing
825,132,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
826,72,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
827,196,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
828,225,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
829,152,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
830,1065,0.0%,Equipment Work,Alteration Type 2,0.0%,2010,N/A,Small Commercial/Mixed - Equipment Work
831,108,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
832,214,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
833,114,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
834,59,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
835,98,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
836,82,0.0%,Plumbing,New Building,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
837,1853,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Small Commercial/Mixed - Equipment Work
838,240,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
839,56,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
840,201,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
841,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
842,104,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
843,1021,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Small Commercial/Mixed - Equipment Work
844,74,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
845,211,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
846,117,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
847,95,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
848,102,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
849,65,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
850,169,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
851,55,0.0%,New Building,New Building,100.0%,1991,N/A,Specialized/Rare Residential - New Building
852,96,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
853,883,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
854,951,0.0%,Equipment Work,Alteration Type 2,0.0%,2010,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
855,60,0.0%,New Building,New Building,100.0%,2008,N/A,Specialized/Rare Residential - New Building
856,67,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
857,522,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
858,131,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
859,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
860,217,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
861,95,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
862,77,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
863,66,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
864,65,0.0%,Plumbing,New Building,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
865,137,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
866,56,0.0%,New Building,New Building,100.0%,2008,N/A,Specialized/Rare Residential - New Building
867,113,0.0%,Equipment Work,Alteration Type 2,100.0%,2011,N/A,Specialized/Rare Residential - Equipment Work
868,931,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
869,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
870,93,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
871,92,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
872,70,0.0%,Equipment Work,Alteration Type 2,100.0%,2008,N/A,Specialized/Rare Residential - Equipment Work
873,75,0.0%,Plumbing,Alteration Type 2,0.0%,2008,N/A,Specialized/Rare Commercial/Mixed - Plumbing
